time_betw_scan_hours,CA,YM,Class,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
1051,2.987,6.799,Approved,0.29,1.2,4.83,180,0.3,0.17
127,2.52,5.826,Approved,0.31,0.5,4.34,82,0.3,0.59
6858,2.676,6.209,Approved,0.29,0.4,4.23,128,0.1,0.12
8570,2.545,5.964,Approved,0.36,0.7,4.46,194,0.1,0.72
936,2.636,6.108,Approved,0.29,0.1,4.23,43,1.1,0.25
1335,2.682,6.705,Approved,0.39,0.3,3.81,171,1.3,0.6
855,3.035,6.957,Approved,0.24,2.3,3.78,161,2,0.99
2918,2.741,6.261,Approved,0.37,0.5,5.06,205,0.5,0.11
15859,2.343,6.373,Approved,0.27,0.4,4.84,185,0.4,0.88
2703,2.331,5.79,Approved,0.25,0.3,5.26,54,0.6,0.03
1814,2.803,6.258,Approved,0.27,0,4.4,27,1.4,0.24
1694,2.484,6.289,Approved,0.36,0.5,3.59,29,1.2,1
1534,2.621,5.171,Approved,0.19,0.4,3.82,270,0.2,0.66
871,2.784,6.724,Approved,0.29,0.7,3.59,251,3.5,0.71
1253,2.58,5.355,Approved,0.3,0.6,5.13,182,0.5,0.54
1413,2.79,5.543,Approved,0.23,0.4,5.36,120,0.8,0.14
1380,2.701,6.41,Approved,0.19,1.6,3.56,147,0.1,0.02
1396,2.79,6.694,Approved,0.35,2,4.94,201,1.5,0.17
33265,2.566,6.042,Approved,0.27,0.9,1.55,37,2.2,1.06
67,2.445,6.391,Approved,0.25,0.3,3.12,124,1,0.78
171,2.704,6.633,Approved,0.27,0.9,4.23,160,1.1,0.18
1672,2.536,5.997,Approved,0.28,0.4,4.58,138,0.5,0.59
1722,2.286,5.981,Approved,0.27,1.6,4.12,182,1.9,0.28
1097,2.54,6.269,Approved,0.33,0.6,4.45,73,0.4,0.05
1150,2.79,6.684,Approved,0.27,0.8,4.26,228,1.4,0.23
2607,2.549,6.497,Approved,0.26,0.4,4.62,134,0,0.47
1142,2.935,7.281,Approved,0.24,1.6,4.24,336,2.7,0.28
3570,2.398,6.17,Approved,0.32,0.8,3.12,178,4,3
12809,2.334,6.229,Approved,0.21,2.3,4.02,353,0.1,0.43
1497,2.507,5.852,Approved,0.26,0.2,1.65,112,2.7,1.43
2926,2.74,5.802,Approved,0.26,1,4.55,4,1,0.32
3000,2.891,6.745,Approved,0.37,1.6,4.1,248,2.6,0.28
1545,2.69,6.522,Approved,0.19,0.3,2.92,26,2.9,1.4
2766,2.77,6.142,Approved,0.14,1.5,4.95,221,1.6,0.02
1302,2.698,5.348,Approved,0.25,0.9,4.16,57,0,0.31
1073,2.513,5.718,Approved,0.12,0.8,3.31,96,3.1,0.39
1568,2.49,6.225,Approved,0.27,1.5,4.43,208,0.2,0.38
4388,2.64,6.178,Approved,0.35,0.1,4.67,85,0.6,0.66
2839,2.562,6.078,Approved,0.27,0.1,4.57,152,0.4,0.38
983,2.468,7.251,Approved,0.11,1.9,1.8,243,6.4,1.28
918,2.66,6.483,Approved,0.2,0.4,3.44,94,2.2,0.32
1362,2.373,6.116,Approved,0.26,1.4,4.01,214,0.3,0.45
1353,2.564,6.228,Approved,0.23,0.2,0.75,193,1.5,2.52
1142,2.572,6.189,Approved,0.09,0.5,1.32,40,2.2,2.13
1683,2.734,6.185,Approved,0.32,0.6,2.99,89,0.3,0.76
9518,2.573,6.656,Approved,0.24,2.9,4.36,189,0.3,0.59
5945,2.251,6.164,Approved,0.15,0.3,0.37,101,2,1.35
1381,2.61,6.546,Approved,0.18,1.3,0.54,28,3.4,2.2
4065,2.591,5.844,Approved,0.32,0.2,3.16,14,2.3,0.72
2437,2.4,5.837,Approved,0.12,0.4,2.9,94,2.1,1.99
28,2.717,6.21,Approved,0.32,0.6,4.8,58,0.1,0.99
1498,2.679,6.217,Approved,0.27,1.1,0.71,179,2.4,2.35
1371,2.597,6.504,Approved,0.36,2.1,4.12,223,0.1,0.58
2895,2.656,6.03,Approved,0.31,0.5,5.66,194,0.3,0.29
328,2.708,6.807,Approved,0.29,0.1,3.48,79,2.3,0.54
1400,2.771,6.834,Approved,0.4,1,4.39,287,2,0.39
1316,2.707,5.866,Approved,0.16,0.2,1.65,232,2.4,0.88
96,2.445,6.242,Approved,0.24,0.7,1.85,81,1.6,1.41
2696,2.483,6.096,Approved,0.3,1.7,4.01,141,0.1,0.45
4216,2.415,6.648,Approved,0.32,0.8,3,152,2.7,0.33
21337,2.78,6.548,Approved,0.23,1.6,4.35,237,1.2,0.2
5197,2.79,5.97,Approved,0.17,0.2,4.02,24,0.5,0.91
778,2.7,6.536,Approved,0.17,0.6,2.65,285,5.8,0.34
1698,2.806,7.386,Approved,0.28,1.1,4.35,201,1.3,0.29
15,2.476,5.938,Approved,0.26,1.5,5.39,135,0.6,0.25
6824,2.726,6.117,Approved,0.29,0.4,3.87,155,0.1,0.27
1538,2.788,6.375,Approved,0.2,0.7,1.09,187,2.7,1.09
5654,2.524,5.866,Approved,0.21,1.1,5.76,62,0.4,0.29
5395,2.684,5.672,Approved,0.22,0.6,2.96,73,0.4,0.1
1083,2.39,6.437,Approved,0.28,1.6,4.16,113,0.7,0.22
100,2.224,5.637,Approved,0.17,0,2.38,43,0.9,0.07
35,2.766,6.447,Approved,0.21,1.7,2.72,364,2.6,0.65
5123,2.583,6.084,Approved,0.26,0,3.69,132,0.9,0.23
6762,2.791,6.433,Approved,0.23,0.4,2.84,242,2.7,0.37
2298,2.637,6.662,Approved,0.36,1.4,4.36,271,0.5,0.28
1821,2.668,6.266,Approved,0.26,0.7,2.93,130,1,0.06
3965,2.554,5.875,Approved,0.39,0.8,4.26,215,0.4,0.14
1466,2.695,6.233,Approved,0.34,0.2,5.24,255,0.7,0.37
1608,2.597,6.162,Approved,0.28,1.1,5.05,33,0.3,0.14
347,2.573,6.569,Approved,0.24,0.8,4.2,85,1.7,2.83
190,2.421,6.167,Approved,0.31,0.1,4.37,127,0.4,0.03
1703,2.411,5.55,Approved,0.24,1.5,3.31,120,0.6,0.64
1901,2.75,6.035,Approved,0.23,0.8,4.7,76,0,0.5
2936,2.632,5.988,Approved,0.32,0.9,4.1,228,0.4,0.46
1867,2.79,6.123,Approved,0.34,0.1,4.09,105,3.2,0.51
1690,2.508,6.295,Approved,0.29,0.6,4.17,203,1,0.15
4489,2.723,6.3,Approved,0.25,3.2,4.32,313,1.7,0.51
273,2.89,6.806,Approved,0.31,2.4,4,145,0.7,0.88
499,2.485,5.734,Approved,0.27,0.4,4.45,310,0.9,0.77
1269,2.835,6.732,Approved,0.31,2.7,4.38,266,1.7,0.22
2342,2.465,6.717,Approved,0.41,0.7,3.77,251,5.1,0.15
1881,2.558,6.612,Approved,0.29,0.6,3.93,170,1.8,0.14
1707,2.443,6.806,Approved,0.31,2.7,4.31,173,0.6,0.12
1381,2.553,5.754,Approved,0.28,0.8,3.55,237,0.9,0.74
1095,2.656,5.813,Approved,0.32,0.2,5.36,1,0.2,0.55
2882,2.658,6.435,Approved,0.25,1.9,4.59,108,0,0.17
3447,2.602,5.896,Approved,0.35,0.4,3.92,80,1.5,1.1
1541,2.554,6.739,Approved,0.37,1.4,4.34,28,3.2,0.28
1553,3.092,6.709,Approved,0.26,2.4,4.15,300,1.6,0.21
1547,2.658,7.021,Approved,0.27,1.9,5.21,357,2.2,0.43
2321,2.816,6.582,Approved,0.37,1.6,4.03,286,2.2,0.03
4193,2.381,5.761,Approved,0.27,0.5,4.21,35,0.3,0.36
2563,2.532,6.031,Approved,0.28,0.4,3.06,55,1,0.21
1060,2.666,6.194,Approved,0.29,1.4,5.94,113,1,0.22
1411,2.537,6.547,Approved,0.32,1.3,4.28,83,0.2,0.53
198,2.78,6.747,Approved,0.26,0.8,4.63,81,0.2,0.49
2752,2.436,6.386,Approved,0.18,0.4,2.12,119,3.8,1.41
1122,2.523,6.206,Approved,0.27,1.5,4.44,63,0.1,0.5
1388,2.363,5.793,Approved,0.27,0.2,4.36,344,1.4,0.43
1377,2.549,5.675,Approved,0.26,0.4,2.56,21,0.2,3.14
2093,2.629,6.034,Approved,0.19,0.2,2.21,101,2.8,1.06
1180,2.689,7.089,Approved,0.27,1.9,3.83,218,2.1,0.4
1209,2.7,5.344,Approved,0.26,0,4.48,289,0.2,0.73
1496,2.572,6.668,Approved,0.43,2.8,5.01,386,1.3,0.38
166,2.581,6.206,Approved,0.24,0.4,4.09,117,1.4,0.29
4481,2.385,6.915,Approved,0.26,3.4,3.17,153,2.1,0.1
6127,2.501,6.355,Approved,0.28,1.1,3.47,291,0.8,0.27
1348,2.328,5.889,Approved,0.38,0,4.44,210,0.8,0.25
3041,2.677,6.207,Approved,0.26,0.5,0.91,32,4.4,1.96
5874,2.428,6.225,Approved,0.22,0.4,4.98,206,0.3,0.2
1194,2.812,5.962,Approved,0.27,1,5.34,89,0.6,0.27
1312,2.63,6.269,Approved,0.36,0.5,4.5,133,1.8,0.17
1491,2.627,5.712,Approved,0.26,1,5.06,143,0.4,0.43
1527,2.76,5.963,Approved,0.28,1.6,4.34,256,0,0.31
1377,3.027,6.63,Approved,0.05,0.2,2.69,99,6.4,1.4
1871,2.519,6.056,Approved,0.23,0.5,4.45,78,0.3,0.05
1323,2.593,6.585,Approved,0.27,1,4.22,227,1,0.43
4707,2.577,6.976,Approved,0.39,0.4,4.48,229,1.6,0.37
3121,2.376,6.251,Approved,0.39,1.4,4.77,102,0.9,0.89
7205,2.349,6.531,Approved,0.27,1.6,4.71,263,2.1,0.26
1977,2.486,5.297,Approved,0.17,0.1,3.76,65,1,1.4
20515,2.748,5.993,Approved,0.24,0.9,4.88,258,1.8,0.09
2496,2.871,6.825,Approved,0.36,2,4.66,263,1.1,0.46
1344,2.85,5.927,Approved,0.33,0.2,4.24,142,0.1,0.45
1973,2.294,6.163,Approved,0.34,1.6,4.38,316,0.1,0.69
7237,2.551,6.127,Approved,0.22,0.5,4.24,170,1,0.59
984,2.445,6.629,Approved,0.34,1,4.63,223,1.5,0.12
1787,2.409,5.834,Approved,0.37,0.4,4.4,171,0.5,0.35
2601,2.679,6.43,Approved,0.34,0.6,4.54,279,1.5,0.1
4214,2.76,5.456,Approved,0.07,0.3,1.8,216,4.9,1.12
7221,2.86,6.353,Approved,0.34,1.2,4.72,315,2.4,0.31
7088,2.64,6.583,Approved,0.25,1.8,5.11,341,1.6,0.28
2094,2.671,5.711,Approved,0.3,2,4.82,167,0.2,0.35
2649,2.769,6.647,Approved,0.41,1.7,5.11,197,0.2,0.3
3051,2.43,7.116,Approved,0.18,0.9,1.88,154,2.7,2.35
2938,2.595,6.333,Approved,0.32,1.5,4.62,41,3,0.31
438,2.695,6.925,Approved,0.44,0.2,3.63,240,3.6,0.21
1321,2.703,5.899,Approved,0.27,0.1,4.14,76,0.4,0.86
5760,2.58,6.692,Approved,0.16,2,4.8,346,0.3,0.32
1181,2.805,6.522,Approved,0.31,2.9,4.16,259,0.3,0.44
1894,2.686,5.93,Approved,0.32,1.4,3.74,51,0.9,0.07
29,2.619,6.447,Approved,0.29,2.9,4.48,226,0.7,0.27
1710,2.789,5.761,Approved,0.31,0.1,4.54,100,0.9,0.1
5955,2.889,6.117,Approved,0.16,0.1,2.58,177,4.4,0.37
1804,2.624,5.818,Approved,0.26,0.8,4.38,195,0.8,0.09
63,2.586,6.615,Approved,0.26,0.8,4.01,208,1.5,0.54
994,2.768,6.807,Approved,0.36,3.3,4.77,290,1.4,0.28
1206,2.899,6.302,Approved,0.26,0,1.71,175,6.4,1.68
1072,2.524,6.561,Approved,0.32,0.5,3.71,167,0.3,0.27
4217,2.589,7.114,Approved,0.36,0.9,3.58,204,4.2,0.16
4644,2.61,6.955,Approved,0.27,0.8,4.2,221,2.6,0.22
1890,2.783,6.251,Approved,0.18,1.3,4.16,118,0.1,0.27
8579,2.666,6.347,Approved,0.26,0.8,5.45,25,0.6,0.07
1481,2.242,6.412,Approved,0.31,0.6,2.6,103,1,1.13
343,2.856,5.84,Approved,0.25,1.6,4.84,9,0.2,0.16
980,2.484,6.176,Approved,0.53,1,5.21,308,0.7,0.36
663,2.438,5.6,Approved,0.33,0.1,3.96,187,0.3,0.44
950,2.608,6.173,Approved,0.16,1.3,1.88,242,1,4.17
814,2.413,6.474,Approved,0.31,1.9,3.52,111,2.1,0.34
1252,2.7,6.165,Approved,0.24,0.5,4.07,258,1.4,0.19
1192,2.553,6.277,Approved,0.38,2.2,4.59,295,0.2,1.08
1069,2.54,6.322,Approved,0.34,1.6,4.45,146,0.2,0.36
2937,2.689,6.337,Approved,0.28,1.8,3.13,211,0.8,0.74
2481,2.53,6.399,Approved,0.31,0.7,4.04,216,1.9,0.58
2867,2.92,6.499,Approved,0.32,0.9,4.85,200,0.8,0.52
1417,2.614,6.23,Approved,0.23,2.4,4.53,220,0,0.03
1293,2.633,6.618,Approved,0.31,2.3,5.04,243,0.3,0.27
1463,3.035,6.365,Approved,0.4,1.7,3.12,209,1.5,0.27
602,2.395,6.289,Approved,0.28,1.8,5.39,8,0.3,0.12
5743,2.669,6.328,Approved,0.3,0.1,3.53,53,1.7,1.26
604,2.39,6.284,Approved,0.34,1.6,4.69,129,0.6,0.09
959,2.384,6.909,Approved,0.23,0.7,4.81,260,1.5,0.1
6082,2.672,6.556,Approved,0.29,0.7,4.36,204,2.1,0.57
226,2.697,6.258,Approved,0.32,0.4,5.27,111,0.3,0.98
1108,2.351,5.868,Approved,0.31,0.1,4.32,85,0.7,0.37
987,2.61,6.632,Approved,0.28,1.7,4.98,273,1.1,0.4
901,2.606,6.091,Approved,0.37,0.8,4.33,109,0.1,0.51
4787,2.579,5.531,Approved,0.39,0.5,4.69,222,0.8,0.53
992,2.6,5.527,Approved,0.24,1.6,5.05,61,1.1,1.22
2002,2.467,6.068,Approved,0.32,0.5,4.17,110,0.5,0.1
1340,2.072,6.337,Approved,0.3,2,4.83,45,0.3,0.03
1059,2.666,6.2,Approved,0.23,0.4,2.35,93,0.5,0.87
1799,2.731,6.244,Approved,0.26,0.4,4.53,126,0.4,0.33
1731,2.613,6.419,Approved,0.23,0.5,4.6,91,1.4,0.28
1036,2.632,5.538,Approved,0.2,0.1,4.63,64,0.6,0.54
14030,2.665,5.873,Approved,0.35,1.7,4.77,62,0.6,0.05
1380,2.393,6.026,Approved,0.21,0.1,2.49,33,1.9,1.04
2697,2.639,5.739,Approved,0.08,0.1,3.36,168,0.4,0.06
4570,2.43,6.196,Approved,0.25,2.3,4.46,81,0.5,0.3
1201,2.644,6.564,Approved,0.05,1.6,0.89,145,2.3,1.56
21614,2.676,6.108,Approved,0.21,0.7,4.92,141,1,0.11
2833,2.66,6.023,Approved,0.16,1.1,4.96,142,0,0.85
1166,2.69,6.362,Approved,0.4,1.6,3.45,347,0.6,0.45
4581,2.799,6.805,Approved,0.31,1.9,4.12,384,0.8,0.41
533,2.567,5.758,Approved,0.24,1.7,4.59,260,1,0.19
203,2.717,5.691,Approved,0.2,1.4,2.45,22,2.1,1.01
2451,2.662,6.008,Approved,0.33,1.3,4.12,124,0.2,0.34
3382,2.56,6.092,Approved,0.29,0.8,4.09,198,1.8,0.34
1512,2.35,5.899,Approved,0.35,0.2,3.56,34,0,0.37
1811,2.546,5.793,Approved,0.23,1,5.18,60,0.6,1.08
9688,2.542,6.235,Approved,0.24,0.1,4.36,46,1.7,0.83
9445,2.494,6.041,Approved,0.18,0.6,3.11,93,0.7,0.5
391,2.573,6.873,Approved,0.27,0.7,4.04,94,1.3,0.57
842,2.502,5.749,Approved,0.28,1.9,4.89,24,1.2,0.06
1025,2.583,6.318,Approved,0.3,0.5,3.11,90,0.2,0.67
1294,2.698,5.93,Approved,0.29,0.1,3.86,142,0.6,0.45
922,2.545,5.848,Approved,0.18,0.7,2.89,99,0.8,1.36
1149,2.447,5.853,Approved,0.31,1.4,3.25,266,0.7,0.45
5341,2.704,6.696,Approved,0.44,0.3,2.98,340,3.9,0.73
3252,2.433,6.713,Approved,0.27,0.7,2.48,264,2.1,0.66
1459,2.721,6.666,Approved,0.28,1.8,4.66,285,0.5,0.11
20163,2.558,6.14,Approved,0.36,0.4,5.45,201,1.8,0.75
1709,2.54,6.797,Approved,0.29,1.3,3.99,238,1,0.17
2513,2.582,7.168,Approved,0.42,1.8,4.19,223,2.6,0.21
1407,2.707,6.651,Approved,0.29,0.6,3.55,237,0.4,0.77
455,2.638,5.648,Approved,0.15,0.9,2.85,23,3,1.27
1376,2.938,5.409,Approved,0.28,0.2,4.46,27,1.1,0.25
5430,2.599,6.597,Approved,0.24,0.1,4.44,204,0.6,0.07
1589,2.569,6.523,Approved,0.22,1,0.5,140,1.6,1.33
2674,2.561,6.237,Approved,0.31,0.1,3.75,124,2.1,0.06
77,2.529,6.749,Approved,0.31,2,3.85,274,0.5,0.91
1496,2.68,6.009,Approved,0.17,1.4,3.48,187,0.4,0.31
1777,1.919,6.682,Approved,0.32,0.6,4.07,188,0.1,0.28
2522,2.587,6.046,Approved,0.34,1.2,3.97,211,0.8,0.53
2003,2.596,5.979,Approved,0.44,2.1,4.91,7,0.4,0.08
2691,2.513,6.369,Approved,0.32,0.4,2.49,123,2.3,0.78
3030,2.59,5.928,Approved,0.31,0.4,4.97,81,0.2,0.19
4251,2.668,6.47,Approved,0.11,0.6,4.41,270,0.7,0.34
1283,2.567,5.624,Approved,0.17,0.8,1.62,152,0.3,1.81
1375,2.495,6.136,Approved,0.34,0.7,4.36,93,0.6,0.28
1734,2.559,6.523,Approved,0.31,0.7,3.87,93,0.2,0.61
1481,2.242,6.412,Approved,0.31,0.6,2.6,103,1,1.13
1575,2.755,6.098,Approved,0.21,0.6,4.02,103,0.1,0.56
1674,2.575,6.614,Approved,0.25,1.4,4.37,154,0.4,0.43
1452,2.454,6.595,Approved,0.3,1.6,5.26,189,2,0.15
1451,2.527,6.789,Approved,0.34,1.6,4.27,251,0.9,0.4
2045,2.695,6.389,Approved,0.39,0.7,3.85,187,1.8,0.2
1771,2.556,6.602,Approved,0.38,0.9,4.95,101,1.4,0.26
5379,2.36,6.004,Approved,0.22,1,3.7,112,1.7,1.86
1511,2.656,6.251,Approved,0.14,0.1,2.06,4,1.8,1.21
1733,2.824,6.393,Approved,0.32,1.5,4.26,117,0.1,0.8
186,2.74,6.19,Approved,0.29,0.1,4.78,10,1.2,0.01
465,2.57,6.515,Approved,0.21,0.4,4.68,195,0.7,0.27
897,2.784,6.633,Approved,0.29,1,4.54,220,0.6,0.4
1234,2.58,6.272,Approved,0.1,1.4,3.79,85,0.2,0.45
4368,2.701,6.43,Approved,0.31,0.7,3.11,336,0.8,0.88
1828,2.783,7.324,Approved,0.3,1.8,4.87,344,4.4,0.25
4206,2.635,7.031,Approved,0.34,1,4.51,99,2.5,0.07
2509,2.689,6.56,Approved,0.25,0.4,4.64,129,0.6,0.51
2015,2.564,5.83,Approved,0.25,0.4,3.86,214,0.7,0.22
1549,2.485,6.602,Approved,0.46,1.5,3.97,280,1.1,0.24
1370,2.717,6.319,Approved,0.46,0.3,3.71,258,0.4,0.16
1311,2.046,5.683,Approved,0.32,1.1,3.53,185,0.7,0.42
3151,2.601,6.086,Approved,0.36,0.7,3.92,39,1.9,1.24
2938,2.611,5.894,Approved,0.19,0.3,0.96,97,1.6,3.03
2019,2.718,6.654,Approved,0.37,1,4.21,97,1,0.54
12,2.445,5.736,Approved,0.24,0.5,3,71,0.2,1.29
1321,2.876,5.878,Approved,0.18,0.4,3.01,1,3.3,0.05
7315,2.639,7.318,Approved,0.3,2.5,4.74,302,3.2,0.05
15727,2.391,6.499,Approved,0.23,0.3,3.06,13,3,0.45
1077,2.96,6.367,Approved,0.24,0.3,3.71,293,0.7,0.49
1674,2.839,7.089,Approved,0.23,0.2,3.83,200,1,0.51
1651,2.54,5.86,Approved,0.24,1.5,4.17,169,0.3,0.72
223,2.54,6.554,Approved,0.37,0.2,3.92,307,2.7,0.05
6030,2.733,6.157,Approved,0.32,1.8,4.61,31,0.5,0.22
1669,3.113,6.511,Approved,0.25,1.2,4.32,321,2.8,0.79
230,2.47,6.371,Approved,0.24,0.1,2.25,22,0.5,0.76
1485,2.7,6.664,Approved,0.27,0.5,4.18,164,1.5,0.81
1312,2.488,6.099,Approved,0.19,0.2,4.37,211,1.4,0.41
2553,2.573,6.289,Approved,0.31,1.3,4.99,149,0,0.41
2032,2.465,6.325,Approved,0.41,1.4,4.73,129,0.1,0.46
923,2.643,6.279,Approved,0.35,0,3.86,118,2.4,0.6
756,2.751,6.481,Approved,0.23,1.4,3.77,180,0.4,0.43
180,2.575,6.526,Approved,0.28,2.4,4.86,195,2.6,0.13
3981,2.564,6.177,Approved,0.2,1,4.38,137,0.7,0.05
1042,2.543,6.288,Approved,0.24,1.9,4.1,251,0.7,0.14
1207,2.346,6.207,Approved,0.36,0.2,4.62,320,0.5,0.23
1472,2.488,6.123,Approved,0.43,1.1,3.13,210,0.6,0.95
929,2.597,6.111,Approved,0.38,0.2,2.41,91,2,0.6
103,2.775,6.551,Approved,0.34,1.4,4.32,2,1.5,0.45
1687,2.695,6.613,Approved,0.28,0,3.86,62,1.6,0.96
2658,2.625,5.961,Approved,0.25,0.4,3.46,132,1,0.37
773,2.665,6.796,Approved,0.23,0.8,1.52,164,1.3,1.97
1203,2.528,6.458,Approved,0.33,1.2,4.88,143,0.2,0.24
861,2.606,6.202,Approved,0.28,2.7,4.16,226,0.6,0.16
925,2.44,5.54,Approved,0.27,0.6,5.16,30,0.2,0.73
1557,2.39,6.171,Approved,0.24,0.8,2.26,267,3,0.3
1520,2.607,5.957,Approved,0.27,0.8,4.76,179,0.7,0.08
2911,2.602,5.444,Approved,0.31,1.2,4.6,249,0.2,0.48
3811,2.65,5.787,Approved,0.11,0.9,3.92,58,0.6,0.46
1543,2.923,5.976,Approved,0.29,0.2,4.44,120,1.6,0.09
1675,2.631,6.31,Approved,0.3,1.2,2.87,112,2.2,0.77
152,2.617,6.42,Approved,0.31,0.4,3.93,266,2.3,0.28
4318,2.605,5.513,Approved,0.23,0.9,3.87,28,0.1,0.42
1587,2.792,5.784,Approved,0.18,0.6,1.05,166,2.7,0.61
110,2.41,6.1,Approved,0.33,1.8,4.08,179,0.1,0.22
1391,2.79,5.156,Approved,0.24,0,4.4,206,0.1,0.7
995,2.505,6.312,Approved,0.11,1.5,4.37,226,1.3,0.28
2571,2.771,6.102,Approved,0.24,0.2,3.93,112,0.8,0.27
4583,2.835,6.572,Approved,0.39,1.4,4.08,324,1.3,0.41
1353,2.683,6.185,Approved,0.17,0.4,2.56,240,5,1.08
4940,2.276,6.549,Approved,0.52,2.1,5.33,385,1.5,0.56
2605,2.685,5.27,Approved,0.3,0.2,4.19,9,0.7,0.54
1695,2.599,6.233,Approved,0.26,2,3.55,333,2.3,0.16
1274,2.374,6.904,Approved,0.26,1.8,4.36,252,0.1,0.45
9037,2.764,6.424,Approved,0.29,0.8,4.59,208,0.1,0.17
3112,2.99,6.08,Approved,0.24,0.1,4.75,94,0.1,0.19
823,2.372,5.032,Approved,0.28,3.5,5.49,355,0.5,0.35
1409,2.546,6.909,Approved,0.36,2.2,4.01,380,2.4,0.26
904,2.48,5.816,Approved,0.24,1.1,4.41,172,0.9,0.13
1577,2.787,6.194,Approved,0.09,1,4.01,239,0.8,0.16
2907,2.928,6.705,Approved,0.28,1,5.18,35,1,0.03
1072,2.567,6.573,Approved,0.23,0.4,3.35,219,6,0.4
2882,2.572,6.463,Approved,0.23,0.2,4.01,154,0.6,0.4
984,2.445,6.629,Approved,0.34,1,4.63,223,1.5,0.12
1366,2.421,6.191,Approved,0.23,0.7,4.8,222,0.2,0.74
1499,2.6,6.322,Approved,0.2,0.2,3.98,39,1.1,0.18
1666,2.568,5.769,Approved,0.38,0,4.38,124,0.2,0.31
1320,2.163,5.993,Approved,0.27,1.2,4.67,85,0.6,0.34
1197,2.497,6.129,Approved,0.35,0.3,4.17,2,0.3,0.52
1041,2.475,6.132,Approved,0.33,0.7,4.38,120,0.9,0.3
1364,2.633,6.202,Approved,0.34,1.4,4.41,105,1.1,0.39
1542,2.713,6.498,Approved,0.3,0.6,3.66,58,1.7,0.35
612,2.628,7.102,Approved,0.42,2.4,5.2,271,1.5,0.15
17127,2.633,6.11,Approved,0.15,1.6,4.34,266,0.6,0.42
1407,2.482,6.255,Approved,0.38,0.7,4.93,110,0.6,0.53
2871,2.392,6.148,Approved,0.4,2.8,4.44,323,0.9,0.64
1499,2.743,6.608,Approved,0.28,1.1,5.77,94,0.4,0.34
249,2.72,5.913,Approved,0.23,0.3,2.83,106,0.1,0.09
1788,2.592,6.005,Approved,0.19,0.2,4.88,129,0.5,0
1053,2.671,6.545,Approved,0.38,0.7,3.94,257,1.7,0.05
1411,2.747,6.472,Approved,0.3,1.5,5.2,214,0.2,0.22
2584,3.01,6.243,Approved,0.19,0.5,1.21,12,5.1,2.56
3917,2.693,6.653,Approved,0.25,0.4,2.9,175,1.9,0.74
1081,2.77,7.323,Approved,0.28,2.1,4.39,358,3,0.71
1051,2.662,6.711,Approved,0.43,1,4.02,236,1.7,0.26
1308,2.526,7.113,Approved,0.32,2.2,4.34,366,3.1,0.27
2678,2.516,6.195,Approved,0.32,0.4,4.08,167,1.9,0.55
124,2.239,6.615,Approved,0.29,1.1,4.03,100,0.6,0.17
24327,2.497,6.577,Approved,0.28,2.3,4.38,163,1,0.44
18,2.963,6.554,Approved,0.2,0.6,4.41,205,2.8,0.35
2770,2.558,6.351,Approved,0.27,1.8,5.41,273,1.5,0.22
1415,2.529,6.251,Approved,0.29,0.7,4.48,128,0.8,0.42
3861,2.68,6.443,Approved,0.25,1.8,4.26,109,2.3,0.05
988,2.6,6.759,Approved,0.24,0,4.34,355,1.9,0.13
2361,2.62,6.359,Approved,0.22,0.6,4.19,145,0.5,0.71
3228,2.646,5.811,Approved,0.27,1.2,4.46,141,0.1,0.15
1633,2.82,6.03,Approved,0.3,0.7,4.91,69,0.9,0.11
1332,2.476,6.564,Approved,0.18,0.8,0.75,240,1.2,1.33
1917,2.59,6.945,Approved,0.3,2.8,3.46,310,2.4,0.42
4718,2.754,6.547,Approved,0.23,0.6,4.96,30,1,0.35
2566,2.523,6.127,Approved,0.37,3.2,4.23,318,0.2,0.42
4892,2.51,6.37,Approved,0.32,1.7,5.34,361,0.2,0.17
654,2.479,6.251,Approved,0.36,0.1,2.94,11,1.8,0.21
3849,2.805,6.664,Approved,0.25,0.9,4.16,188,0.6,0.62
1273,2.913,6.778,Approved,0.41,0.5,3.66,160,0.7,0.65
1654,2.891,6.537,Approved,0.24,1.5,3.43,229,4.7,1.2
1238,2.704,6.421,Approved,0.21,0.3,3.83,55,0.1,0.82
6858,2.676,6.209,Approved,0.29,0.4,4.23,128,0.1,0.12
1371,2.639,6.613,Approved,0.28,2,4.18,211,0,0.02
2703,2.456,5.961,Approved,0.27,0.3,3.74,83,1.2,0.47
43,2.592,6.15,Approved,0.28,2.6,3.99,396,1.8,0.42
2542,2.72,6.364,Approved,0.24,1.9,5.1,127,0.9,0.84
774,2.213,6.345,Approved,0.33,1,3.07,299,0.9,0.86
951,2.754,6.076,Approved,0.3,0.7,3.89,80,1.1,0.48
39877,2.374,6.319,Approved,0.26,0.2,0.46,25,1.4,1.31
1590,2.71,5.986,Approved,0.15,0.8,0.74,124,3.5,2.74
1258,2.65,7.087,Approved,0.32,1,3.42,338,5.2,0.18
1391,2.755,5.243,Approved,0.28,0,4.48,22,0.9,0.9
1304,2.655,5.824,Approved,0.34,0.1,4.5,29,0.8,0.1
6138,2.553,5.373,Approved,0.13,0.7,5.43,93,0.7,0.14
2421,3.175,6.546,Approved,0.23,1.5,3.97,338,1.2,0.4
